id:ID,name,厂商,级别,能源类型,环保标准,上市时间,最大功率(kW),发动机,变速箱,车身结构,最高车速(km/h),工信部综合油耗(L/100km),整车质保
907,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡手动,客车,150,-,-
908,基本参数,,,,,,,,,,,,
909,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡自动,皮卡,-,-,-
910,基本参数,上汽大通,中大型SUV,汽油,国V,2019.06,165.0,2.0T 224马力 L4,6挡手动,SUV,185,8.9,待查
911,基本参数,上汽大通,轻客,柴油,国VI,2020.08,109.0,2.0T 148马力 L4,6挡手动,客车,150,-,-
912,基本参数,上汽大通,轻客,汽油,国IV,2013.08,114.0,1.8T 155马力 L4,5挡手动,客车,155,-,两年或五万公里
913,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
914,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
915,基本参数,上汽大通,轻客,柴油,国V,2020.01,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
916,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
917,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,6挡手动,皮卡,-,-,三年或6万公里
918,基本参数,上汽大通,中大型MPV,纯电动,,2018.09,75.0,,,MPV,150,,三年或6万公里
919,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡AMT,客车,150,-,-
920,基本参数,上汽大通,皮卡,汽油,国VI,2020.12,115.0,2.4L 156马力 L4,5挡手动,皮卡,-,-,三年或6万公里
921,基本参数,上汽大通,中型SUV,插电式混合动力,国VI,2020.05,120.0,1.3T 163马力 L3,AMT（组合10挡）,SUV,180,1.5,三年或8万公里
922,基本参数,上汽大通,皮卡,汽油,国VI,2020.09,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
923,基本参数,上汽大通,皮卡,柴油,国VI,2020.09,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,三年或6万公里
924,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
925,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,货车,-,-,-
926,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
927,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡自动,皮卡,-,-,-
928,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡手动,货车,150,-,-
929,基本参数,上汽大通,皮卡,汽油,国VI,2020.12,115.0,2.4L 156马力 L4,5挡手动,皮卡,-,-,三年或6万公里
930,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
931,基本参数,上汽大通,轻客,柴油,国V,2020.01,100.0,2.5T 136马力 L4,6挡AMT,客车,-,-,-
932,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
933,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,客车,-,-,-
934,基本参数,上汽大通,中大型MPV,汽油,国VI,2020.11,165.0,2.0T 224马力 L4,8挡手自一体,MPV,200,-,三年或6万公里
935,基本参数,上汽大通,中型SUV,汽油,国VI,2020.04,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
936,基本参数,上汽大通,皮卡,汽油,国V,2017.11,105.0,2.4L 143马力 L4,5挡手动,皮卡,-,-,-
937,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡手动,皮卡,-,-,-
938,基本参数,上汽大通,中型SUV,汽油,国VI,2020.04,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
939,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
940,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡手动,皮卡,-,-,-
941,基本参数,上汽大通,轻客,柴油,国V,2020.12,100.0,2.5T 136马力 L4,6挡AMT,货车,160,-,-
942,基本参数,上汽大通,中型SUV,汽油,国VI,2019.08,120.0,1.3T 163马力 L3,6挡手动,SUV,-,7.5,三年或6万公里
943,基本参数,上汽大通,中大型MPV,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,6挡手动,MPV,190,7.6,三年或6万公里
944,基本参数,上汽大通,轻客,汽油,国IV,2013.08,114.0,1.8T 155马力 L4,5挡手动,客车,150,-,两年或五万公里
945,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
946,基本参数,,,,,,,,,,,,
947,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,-
948,基本参数,,,,,,,,,,,,
949,基本参数,上汽大通,中型SUV,汽油,国VI,2019.08,124.0,1.5T 169马力 L4,7挡双离合,SUV,-,7.2,三年或6万公里
950,基本参数,上汽大通,皮卡,汽油,国VI,2020.05,157.0,2.0T 214马力 L4,6挡手动,皮卡,-,-,三年或6万公里
951,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡自动,货车,150,-,-
952,基本参数,上汽大通,轻客,汽油,国IV,2013.08,114.0,1.8T 155马力 L4,5挡手动,客车,155,-,两年或五万公里
953,基本参数,上汽大通,皮卡,柴油,国VI,2020.05,120.0,2.0T 163马力 L4,6挡手动,皮卡,-,-,三年或6万公里
954,基本参数,上汽大通,紧凑型MPV,汽油,国VI,2020.07,120.0,1.3T 163马力 L3,6挡手动,MPV,-,7.5,三年或6万公里
955,基本参数,上汽大通,中型SUV,插电式混合动力,国VI,2020.05,120.0,1.3T 163马力 L3,AMT（组合10挡）,SUV,180,1.5,三年或8万公里
956,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
957,基本参数,上汽大通,中大型MPV,纯电动,,2018.09,75.0,,,MPV,150,,三年或6万公里
958,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
959,基本参数,上汽大通,轻客,汽油,国IV,2013.08,114.0,1.8T 155马力 L4,5挡手动,客车,155,-,两年或五万公里
960,基本参数,上汽大通,皮卡,柴油,国VI,2019.06,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,-
961,基本参数,上汽大通,紧凑型MPV,插电式混合动力,国VI,2020.05,120.0,1.3T 163马力 L3,AMT（组合10挡）,MPV,180,1.5,三年或8万公里
962,基本参数,上汽大通,皮卡,汽油,国VI,2020.03,157.0,2.0T 214马力 L4,6挡手动,皮卡,-,-,三年或6万公里
963,基本参数,,,,,,,,,,,,
964,基本参数,上汽大通,轻客,汽油,国IV,2013.08,114.0,1.8T 155马力 L4,5挡手动,客车,150,-,两年或五万公里
965,基本参数,,,,,,,,,,,,
966,基本参数,上汽大通,中型SUV,插电式混合动力,国VI,2020.05,120.0,1.3T 163马力 L3,AMT（组合10挡）,SUV,180,1.5,三年或8万公里
967,基本参数,上汽大通,皮卡,柴油,国V,2019.09,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
968,基本参数,上汽大通,皮卡,汽油,国VI,2020.12,115.0,2.4L 156马力 L4,5挡手动,皮卡,-,-,三年或6万公里
969,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,三年或6万公里
970,基本参数,上汽大通,皮卡,汽油,国VI,2020.12,115.0,2.4L 156马力 L4,5挡手动,皮卡,-,-,三年或6万公里
971,基本参数,上汽大通,紧凑型MPV,插电式混合动力,国VI,2020.05,120.0,1.3T 163马力 L3,AMT（组合10挡）,MPV,180,1.5,三年或8万公里
972,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡自动,客车,150,-,-
973,基本参数,上汽大通,皮卡,汽油,国V,2019.09,105.0,2.4L 143马力 L4,5挡手动,皮卡,-,-,-
974,基本参数,上汽大通,微面,纯电动,,2019.01,70.0,,,货车,90,,-
975,基本参数,上汽大通,轻客,柴油,国V,2020.08,100.0,2.5T 136马力 L4,6挡AMT,货车,160,-,-
976,基本参数,上汽大通,中型SUV,汽油,国VI,2019.08,120.0,1.3T 163马力 L3,6挡手动,SUV,-,7.5,三年或6万公里
977,基本参数,上汽大通,轻客,纯电动,,2020.08,150.0,,,货车,100,,-
978,基本参数,上汽大通,皮卡,汽油,国V,2017.11,165.0,2.0T 224马力 L4,6挡自动,皮卡,-,-,-
979,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡AMT,客车,-,-,-
980,基本参数,上汽大通,皮卡,汽油,国VI,2020.09,157.0,2.0T 214马力 L4,8挡自动,皮卡,-,-,三年或6万公里
981,基本参数,上汽大通,轻客,柴油,国VI,2020.12,102.0,2.0T 139马力 L4,6挡手动,货车,-,-,-
982,基本参数,上汽大通,轻客,柴油,国VI,2019.07,109.0,2.0T 148马力 L4,6挡手动,货车,150,-,-
983,基本参数,上汽大通,皮卡,柴油,国V,2016.12,110.0,2.8T 150马力 L4,6挡手动,皮卡,-,-,-
984,基本参数,上汽大通,轻客,柴油,国V,2019.09,100.0,2.5T 136马力 L4,6挡手动,客车,-,-,-
985,基本参数,上汽大通,轻客,柴油,国V,2020.01,100.0,2.5T 136马力 L4,6挡AMT,客车,-,-,-
986,基本参数,上汽大通,皮卡,柴油,国VI,2020.03,120.0,2.0T 163马力 L4,6挡自动,皮卡,-,-,三年或6万公里
