id:ID,name,排量(L),进气形式,气缸排列形式,气缸数(个),每缸气门数(个),压缩比,配气机构,缸径(mm),行程(mm),最大马力(Ps),最大功率(kW),最大功率转速(rpm),最大扭矩(N·m),最大扭矩转速(rpm),燃料形式,燃油标号,供油方式,缸盖材料,缸体材料,环保标准
3168,发动机,,,,,,,,,,,150.0,,310,,,,,,,
3169,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3170,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3171,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3172,发动机,,,,,,,,,,,,,,,,,,,,
3173,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3174,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3175,发动机,,,,,,,,,,,,,,,,,,,,
3176,发动机,,,,,,,,,,,70.0,,220,,,,,,,
3177,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3178,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3179,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3180,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3181,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,218.0,160.0,5300,350,2000-4000,汽油,92号,直喷,铝合金,铝合金,国VI
3182,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3183,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3184,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3185,发动机,,,,,,,,,,,,,,,,,,,,
3186,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3187,发动机,1.8,涡轮增压,L,4,未知,-,未知,-,-,155.0,114.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3188,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3189,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3190,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3191,发动机,,,,,,,,,,,130.0,,310,,,,,,,
3192,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3193,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3194,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3195,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3196,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3197,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3198,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3199,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3200,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3201,发动机,2.0,双涡轮增压,L,4,4,-,DOHC,-,-,218.0,160.0,4000,480,1500-2400,柴油,0号,直喷,铝合金,铸铁,国VI
3202,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3203,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3204,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3205,发动机,2.4,自然吸气,L,4,4,-,未知,-,-,143.0,105.0,-,200,-,汽油,92号,多点电喷,铝合金,未知,国V
3206,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3207,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3208,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3209,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3210,发动机,,,,,,,,,,,,,,,,,,,,
3211,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3212,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3213,发动机,,,,,,,,,,,130.0,,310,,,,,,,
3214,发动机,,,,,,,,,,,,,,,,,,,,
3215,发动机,2.4,自然吸气,L,4,4,-,未知,-,-,143.0,105.0,-,200,-,汽油,92号,多点电喷,铝合金,未知,国V
3216,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3217,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3218,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3219,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,铝合金,铸铁,国VI
3220,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3221,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3222,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3223,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3224,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3225,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,铝合金,铝合金,国VI
3226,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3227,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3228,发动机,2.4,自然吸气,L,4,4,-,未知,-,-,143.0,105.0,-,200,-,汽油,92号,多点电喷,铝合金,未知,国V
3229,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3230,发动机,,,,,,,,,,,,,,,,,,,,
3231,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3232,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3233,发动机,,,,,,,,,,,70.0,,220,,,,,,,
3234,发动机,,,,,,,,,,,,,,,,,,,,
3235,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3236,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3237,发动机,,,,,,,,,,,,,,,,,,,,
3238,发动机,,,,,,,,,,,,,,,,,,,,
3239,发动机,,,,,,,,,,,,,,,,,,,,
3240,发动机,,,,,,,,,,,,,,,,,,,,
3241,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3242,发动机,,,,,,,,,,,,,,,,,,,,
3243,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3244,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3245,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3246,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3247,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3248,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3249,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3250,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3251,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3252,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3253,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,未知,国V
3254,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,218.0,160.0,5300,350,2000-4000,汽油,92号,直喷,铝合金,铝合金,国VI
3255,发动机,,,,,,,,,,,,,,,,,,,,
3256,发动机,,,,,,,,,,,70.0,,220,,,,,,,
3257,发动机,,,,,,,,,,,110.0,,350,,,,,,,
3258,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,未知,国V
3259,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3260,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3261,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3262,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3263,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3264,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3265,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3266,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3267,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3268,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3269,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3270,发动机,,,,,,,,,,,,,,,,,,,,
3271,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3272,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3273,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3274,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3275,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3276,发动机,,,,,,,,,,,,,,,,,,,,
3277,发动机,,,,,,,,,,,,,,,,,,,,
3278,发动机,-,-,-,-,-,-,-,-,-,204.0,150.0,-,-,-,氢燃料,-,-,-,-,-
3279,发动机,,,,,,,,,,,,,,,,,,,,
3280,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3281,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,铝合金,铸铁,国VI
3282,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3283,发动机,,,,,,,,,,,,,,,,,,,,
3284,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3285,发动机,,,,,,,,,,,,,,,,,,,,
3286,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3287,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3288,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3289,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3290,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3291,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3292,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3293,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3294,发动机,1.3,涡轮增压,L,3,4,-,DOHC,-,-,163.0,120.0,-,230,-,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI
3295,发动机,2.4,自然吸气,L,4,4,-,DOHC,-,-,156.0,115.0,-,225,-,汽油,92号,多点电喷,铝合金,未知,国VI
3296,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5500,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3297,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3298,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3299,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3300,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3301,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3302,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3303,发动机,-,-,-,-,-,-,-,-,-,41.0,30.0,-,-,-,氢燃料,-,-,-,-,-
3304,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3305,发动机,,,,,,,,,,,,,,,,,,,,
3306,发动机,,,,,,,,,,,75.0,,380,,,,,,,
3307,发动机,,,,,,,,,,,70.0,,220,,,,,,,
3308,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3309,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3310,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3311,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3312,发动机,1.3,涡轮增压,L,3,4,-,DOHC,-,-,163.0,120.0,5200,230,1800-4400,汽油,92号,多点电喷,铝合金,铝合金,国VI
3313,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3314,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3315,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3316,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3317,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3318,发动机,,,,,,,,,,,,,,,,,,,,
3319,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3320,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3321,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3322,发动机,1.8,涡轮增压,L,4,未知,-,未知,-,-,155.0,114.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3323,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3324,发动机,,,,,,,,,,,70.0,,220,,,,,,,
3325,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3326,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3327,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3328,发动机,,,,,,,,,,,75.0,,380,,,,,,,
3329,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3330,发动机,2.4,自然吸气,L,4,4,-,DOHC,-,-,156.0,115.0,-,225,-,汽油,92号,多点电喷,铝合金,未知,国VI
3331,发动机,1.3,涡轮增压,L,3,4,-,-,-,-,163.0,120.0,-,230,-,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI
3332,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3333,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3334,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3335,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3336,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3337,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3338,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3339,发动机,2.4,自然吸气,L,4,4,-,DOHC,-,-,156.0,115.0,-,225,-,汽油,92号,多点电喷,铝合金,未知,国VI
3340,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3341,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3342,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3343,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3344,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3345,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3346,发动机,2.4,自然吸气,L,4,4,-,未知,-,-,143.0,105.0,-,200,-,汽油,92号,多点电喷,铝合金,未知,国V
3347,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,未知,国V
3348,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3349,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3350,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,未知,国V
3351,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3352,发动机,1.3,涡轮增压,L,3,4,-,DOHC,-,-,163.0,120.0,5200,230,1800-4400,汽油,92号,多点电喷,铝合金,铝合金,国VI
3353,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,铝合金,铸铁,国VI
3354,发动机,1.8,涡轮增压,L,4,未知,-,未知,-,-,155.0,114.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3355,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3356,发动机,,,,,,,,,,,,,,,,,,,,
3357,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3358,发动机,,,,,,,,,,,,,,,,,,,,
3359,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3360,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3361,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3362,发动机,1.8,涡轮增压,L,4,未知,-,未知,-,-,155.0,114.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3363,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3364,发动机,1.3,涡轮增压,L,3,4,-,DOHC,-,-,163.0,120.0,5200,230,1800-4400,汽油,92号,多点电喷,铝合金,铝合金,国VI
3365,发动机,1.3,涡轮增压,L,3,4,-,-,-,-,163.0,120.0,-,230,-,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI
3366,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3367,发动机,,,,,,,,,,,75.0,,380,,,,,,,
3368,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3369,发动机,1.8,涡轮增压,L,4,未知,-,未知,-,-,155.0,114.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3370,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3371,发动机,1.3,涡轮增压,L,3,4,-,DOHC,-,-,163.0,120.0,-,230,-,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI
3372,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3373,发动机,,,,,,,,,,,,,,,,,,,,
3374,发动机,1.8,涡轮增压,L,4,未知,-,未知,-,-,155.0,114.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3375,发动机,,,,,,,,,,,,,,,,,,,,
3376,发动机,1.3,涡轮增压,L,3,4,-,-,-,-,163.0,120.0,-,230,-,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI
3377,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
